0.14383,1.3055,0.15345,0.88285,0.087976,1.5834,0.51709,0.8588,0.42538,0.90271,0.1355,1.6634,1.7419,0.968,1.6462,1.0654,0.41741,1.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16357,1.2599,0.14418,1.3888,0.092261,1.678,0.56635,0.84481,0.44466,0.91313,0.14859,1.5968,1.7815,0.94413,1.6383,1.0286,0.47905,1.3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18149,1.1938,0.15504,1.3516,0.097708,1.6757,0.60367,0.84428,0.45273,0.91773,0.16193,1.6294,1.829,0.92746,1.5691,1.0695,0.47237,1.3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17268,1.1553,0.14719,1.3137,0.089511,1.6488,0.59233,0.82171,0.44132,0.89863,0.14134,1.6403,1.8711,0.98388,1.5464,1.0327,0.43107,1.2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1551,1.1621,0.15595,0.89795,0.085432,1.5956,0.53807,0.82077,0.43413,0.88627,0.14249,1.6113,1.7867,1.0046,1.5821,1.014,0.40472,1.3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17312,1.126,0.14884,1.2323,0.09008,1.6907,0.57156,0.80853,0.42979,0.88409,0.14716,1.5485,1.757,0.95564,1.5583,1.0428,0.43851,1.3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1894,1.1343,0.16607,1.2595,0.098701,1.7062,0.58767,0.82546,0.46785,0.8986,0.16303,1.628,1.7279,0.94451,1.6106,1.127,0.47934,1.4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18709,1.1201,0.16389,1.2784,0.096274,1.6398,0.60305,0.83094,0.45864,0.89504,0.15269,1.5291,1.7703,0.93147,1.6259,1.0863,0.44678,1.3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14753,0.96349,0.1425,0.83222,0.070776,1.5744,0.49428,0.73424,0.40725,0.81227,0.11955,1.3446,1.4939,0.85166,1.5223,1.0052,0.35081,1.2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18692,0.95261,0.15357,1.1198,0.090285,1.6378,0.5727,0.76549,0.42329,0.84402,0.15165,1.4011,1.6246,0.88268,1.4602,0.9604,0.43778,1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22769,1.1146,0.19753,1.2727,0.12195,1.7182,0.64872,0.84045,0.49964,0.95304,0.19142,1.5974,1.7595,0.93649,1.5395,1.0637,0.52734,1.4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1907,1.0804,0.17092,1.2301,0.094854,1.7377,0.60598,0.81658,0.48577,0.90751,0.15113,1.5376,1.7517,0.95738,1.6362,1.0886,0.44845,1.3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1747,0.97559,0.15525,0.86015,0.080022,1.5491,0.60256,0.76998,0.41518,0.83753,0.13324,1.3784,1.7765,0.94321,1.4357,1.0142,0.39241,1.3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19019,0.93716,0.15416,1.0773,0.091516,1.5985,0.63136,0.76725,0.41478,0.85839,0.14707,1.3956,1.8506,0.92306,1.3882,0.99463,0.45017,1.2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22741,1.0564,0.18139,1.2625,0.1126,1.7089,0.69231,0.84451,0.47087,0.94852,0.17483,1.7229,1.9634,1.0019,1.4369,1.0873,0.48234,1.4459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20199,1.0568,0.16973,1.2063,0.095131,1.7726,0.64844,0.81378,0.47701,0.92277,0.15579,1.5792,1.9627,1.044,1.631,1.126,0.47963,1.2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34966,1.3611,0.27499,1.2499,0.15214,1.4884,1.0722,1.6771,0.8027,1.542,0.50534,1.7068,2.5182,3.4755,1.8106,1.9618,0.88273,1.9341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30703,1.2877,0.32698,1.3308,0.16419,1.4798,0.9374,1.5572,0.85131,1.6168,0.53822,1.5521,1.7906,2.1122,2.3661,2.28,1.0701,2.0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28362,1.148,0.31124,1.2773,0.15609,1.3671,0.92562,1.3445,0.82834,1.5748,0.54832,1.453,1.901,2.1873,2.5767,2.3729,1.3692,2.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36198,1.4027,0.26334,1.4109,0.15848,1.5827,1.1463,1.7081,0.69138,1.6424,0.59568,1.6433,2.4776,3.2604,2.0284,3.19,1.4405,2.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31974,1.2598,0.29018,1.2747,0.14275,1.4715,0.89187,1.6485,0.91092,1.5807,0.50119,1.684,2.3609,3.5359,2.3601,2.2919,0.94095,1.8836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31823,1.2903,0.32725,1.3556,0.17318,1.521,0.85259,1.602,0.91561,1.6271,0.54505,1.5841,1.9869,2.2253,2.5393,2.3346,1.0971,2.2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
